Name,Slug,Description,Address,City,State,Zip,Phone,Website URL,Google Maps URL,Photo URL,Hours,Services,Specialties,Type,Price Range,Rating,Review Count,Status,Featured,Date Added,Latitude,Longitude
Towne House Grooming & Pet Supplies,towne-house-grooming-pet-supplies-new-york-ny,"{""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",288 8th Ave,New York,New York,10001,(212) 929-2910,http://www.townehousegrooming.com/,"https://www.google.com/maps/place/Towne+House+Grooming+%26+Pet+Supplies/@40.7462394,-73.9975316,14z/data=!4m8!1m2!2m1!1sTowne+House+Grooming+%26+Pet+Supplies!3m4!1s0x89c259ba8a6bb3e7:0x9eb01270c4c53b9e!8m2!3d40.7462394!4d-73.9975316",https://lh3.googleusercontent.com/gps-cs-s/AHVAweqDuUk9GQzrEHVDk2LNc7p730F0bhBQXz-jyi8yfnZwmFC6DDagpsQ9-s5171RwXnfiWfqFT4pUb2ZT3hVIZKGggG_qg7GaycPK9TcKeQNFfxgwqj5FcPv6ZNqO9I2JnmeBQuPe=w800-h500-k-no,"Monday: 8:30AM–3:30PM, Tuesday: 8:30AM–3:30PM, Wednesday: 8:30AM–3:30PM, Thursday: 8:30AM–3:30PM, Friday: 8:30AM–3:30PM, Saturday: 8:30AM–3:30PM, Sunday: Closed",,,Pet Store with Grooming,,4.6,145.0,Active,False,2026-04-01,40.7462394,-73.9975316
Paw-Fection Pet Spa,paw-fection-pet-spa-preston-id,"{""Accessibility"": {""Wheelchair accessible parking lot"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",345 E 600 S,Preston,Idaho,83263,(208) 272-1506,https://www.facebook.com/profile.php%3Fid%3D61585151468463,"https://www.google.com/maps/place/Paw-Fection+Pet+Spa/@42.085364999999996,-111.8687114,14z/data=!4m8!1m2!2m1!1sPaw-Fection+Pet+Spa!3m4!1s0x8754f700394061f1:0xdb05d0c7f492f0a8!8m2!3d42.085364999999996!4d-111.8687114",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4MzROIsG9HRi_5wyugHCXw&cb_client=search.gws-prod.gps&w=800&h=500&yaw=81.94216&pitch=0&thumbfov=100,Daily: Open 24 hours,,,Pet Spa,,5.0,2.0,Active,False,2026-04-01,42.085365,-111.8687114
Paws and Suds 2,paws-and-suds-2-west-new-york-nj,"{""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",6706 Bergenline Ave,West New York,New Jersey,7093,(201) 430-9449,https://pawsandsudsyt.com/,"https://www.google.com/maps/place/Paws+and+Suds+2/@40.7944117,-74.01197239999999,14z/data=!4m8!1m2!2m1!1sPaws+and+Suds+2!3m4!1s0x89c2580bfb296319:0xbadfcaeaadd1d7a2!8m2!3d40.7944117!4d-74.01197239999999",https://lh3.googleusercontent.com/gps-cs-s/AHVAwepaQPJM_-g-j3o5iws0mWb1xM_qVUrh2dkQhwq83xy1HLw5q0GmGQGQta_42HLkjgkr86PZy6gcSgHvi5k3kaViOvTFgNf9yFZFhAgpwVC7LiX1gIc5a_t1OM_Sk0VqgyVGWNvcNCS67Nhe=w800-h500-k-no,"Monday: 10AM–5PM, Tuesday: 10AM–5PM, Wednesday: 10AM–5PM, Thursday: 10AM–5PM, Friday: 10AM–5PM, Saturday: 10AM–5PM, Sunday: Closed",,,Full-Service Salon,,4.3,186.0,Active,False,2026-04-01,40.7944117,-74.01197239999999
Woof Gang Bakery & Grooming Carriage Crossing,woof-gang-bakery-grooming-carriage-crossing-boise-id,"{""Service options"": {""Onsite services"": true, ""Language assistance"": ""English, Italian, Spanish""}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Parking"": {""Free parking garage"": true, ""Free parking lot"": true, ""Free street parking"": true, ""On-site parking"": true}}",2337 S Apple St,Boise,Idaho,83706,(208) 608-5760,http://woofgangbakery.com/carriagecrossingid,"https://www.google.com/maps/place/Woof+Gang+Bakery+%26+Grooming+Carriage+Crossing/@43.5819468,-116.1742616,14z/data=!4m8!1m2!2m1!1sWoof+Gang+Bakery+%26+Grooming+Carriage+Crossing!3m4!1s0x54aef942c6e547df:0x5d929a63548f5fba!8m2!3d43.5819468!4d-116.1742616",https://lh3.googleusercontent.com/gps-cs-s/AHVAweoueGY1BnIhIxEdTasbSuRuUzCUzX5LhgGdGABbUmz8VLaFeXDVSWV4HSt7IzgZ1v1JVJlCoqS0O1E_ytp2kGhE-Wy35PoqEDiYuedGzB1gR9CPgMXchkPLbiU2c6J8CHFbS1KFL0C6GV0=w800-h500-k-no,"Monday: 9AM–6PM, Tuesday: 9AM–6PM, Wednesday: 9AM–6PM, Thursday: 9AM–6PM, Friday: 9AM–6PM, Saturday: 9AM–6PM, Sunday: 10AM–3PM",,,Pet Store with Grooming,,5.0,262.0,Active,False,2026-04-01,43.5819468,-116.1742616
Spot On Grooming,spot-on-grooming-boise-id,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true}}",10451 W Woodhaven Ct,Boise,Idaho,83704,(208) 323-9095,http://www.spotondoggrooming.com/,"https://www.google.com/maps/place/Spot+On+Grooming/@43.6466712,-116.3125438,14z/data=!4m8!1m2!2m1!1sSpot+On+Grooming!3m4!1s0x54ae55faaaaaaaab:0x96db7b12f4a2d979!8m2!3d43.6466712!4d-116.3125438",https://lh3.googleusercontent.com/gps-cs-s/AHVAwepIRvdab3qBdVQ3Cq_LpMdDXZnu-N1ooANFDm2DrG7mYs62vxqST6XLDbRFAVwLURTWZi2pE0X8WCasFwFVswh25Be9tT5Q82ZY4fNveUB4SMD_m3BV4PrFXOuyYSEz57tRZr4h=w800-h500-k-no,"Monday: Closed, Tuesday: 9AM–6PM, Wednesday: 9AM–6PM, Thursday: 9AM–6PM, Friday: 9AM–6PM, Saturday: 9AM–6PM, Sunday: Closed",,Anxious Dogs,Full-Service Salon,,4.9,41.0,Active,False,2026-04-01,43.6466712,-116.3125438
Hydrant Dog Wash,hydrant-dog-wash-boise-id,"{""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Parking"": {""Free street parking"": true}}",1210 W Sherman St,Boise,Idaho,83702,(208) 870-2579,https://hydrantdogwash.com/,"https://www.google.com/maps/place/Hydrant+Dog+Wash/@43.6285607,-116.20274409999999,14z/data=!4m8!1m2!2m1!1sHydrant+Dog+Wash!3m4!1s0x54aef9c93ba4bf15:0x3b2f6f1a15ce3690!8m2!3d43.6285607!4d-116.20274409999999",https://lh3.googleusercontent.com/gps-cs-s/AHVAweottY9Uu-dc8ZwyL2BQjnJ_PvmOJLFaxYdRrlbHf4qkyvNajTvO3w9o_bZ45_4QW4rWnZ5SFhpct40O4CcNyHxmc5UpRkZjTMMpmg_xQi2Vlv_qI7aL7gGNXoO2EHBS9AbsXxf3FeiWPuM=w800-h500-k-no,"Monday: Closed, Tuesday: 10AM–7PM, Wednesday: 10AM–7PM, Thursday: 10AM–7PM, Friday: 10AM–7PM, Saturday: 10AM–7PM, Sunday: Closed",Bath & Brush,,Full-Service Salon,,5.0,61.0,Active,False,2026-04-01,43.6285607,-116.2027441
Spotless Hounds Mobile Grooming,spotless-hounds-mobile-grooming-boise-id,"{""From the business"": {""Identifies as veteran-owned"": true}, ""Accessibility"": {""Wheelchair accessible parking lot"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Other"": {""Identifies as veteran-owned"": true}}",10480 W Lupine St,Boise,Idaho,83704,(208) 870-7944,http://spotlesshounds.com/,"https://www.google.com/maps/place/Spotless+Hounds+Mobile+Grooming/@43.6245258,-116.3125432,14z/data=!4m8!1m2!2m1!1sSpotless+Hounds+Mobile+Grooming!3m4!1s0x49be63e85c1631f3:0xef0c1576ddcdaf90!8m2!3d43.6245258!4d-116.3125432",https://lh3.googleusercontent.com/gps-cs-s/AHVAweoHbufgUAcTpkmwnYRzd9WnverH2XvPCpTYaeCaNAujj77VjBTXyvjcnTu7O0GDvCB6wT-FP6Efcd76uWCXvY4KykgmlGBLAAd_g1Nw9vqrzDPmC9bCgPyGbNHaYdiYsctS1p-BEg=w800-h500-k-no,"Monday: 9AM–6PM, Tuesday: 9AM–6PM, Wednesday: 9AM–6PM, Thursday: 9AM–6PM, Friday: 9AM–6PM, Saturday: Closed, Sunday: 9AM–6PM",,Mobile Grooming,Mobile Grooming,,4.9,276.0,Active,False,2026-04-01,43.6245258,-116.3125432
Loved Up Pup: Dog Grooming with Love,loved-up-pup-dog-grooming-with-love-boise-id,"{""Service options"": {""Onsite services"": true, ""Language assistance"": ""English, French, Russian, Spanish, Ukrainian""}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Parking"": {""Free parking lot"": true, ""On-site parking"": true}}",1513 S Five Mile Rd,Boise,Idaho,83709,(208) 415-8145,http://loveduppup.com/,"https://www.google.com/maps/place/Loved+Up+Pup%3A+Dog+Grooming+with+Love/@43.5915207,-116.3149402,14z/data=!4m8!1m2!2m1!1sLoved+Up+Pup%3A+Dog+Grooming+with+Love!3m4!1s0x260b416a75b5a371:0x260ae30559edda09!8m2!3d43.5915207!4d-116.3149402",https://lh3.googleusercontent.com/gps-cs-s/AHVAweoZRFrrx6jJiIOg3KZxewS0Ilv42OSJtgLcbJfbshxDqf_EenxI2XoLyiQqwqgxaCN2CMpP2W6W7TcfQLe_VY4LkQtXM71fLfdIjJr-fgZYYwcuTzyfPNrqwv2EFQuEGrqGtnmY=w800-h500-k-no,"Monday: 8AM–6PM, Tuesday: 8AM–6PM, Wednesday: 8AM–6PM, Thursday: 8AM–6PM, Friday: 8AM–6PM, Saturday: 9AM–5PM, Sunday: Closed",,,Full-Service Salon,,4.8,831.0,Active,False,2026-04-01,43.5915207,-116.3149402
The Pet Groomers,the-pet-groomers-boise-id,"{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Other"": {""Identifies as women-owned"": true}}",1921 N Wildwood St,Boise,Idaho,83713,(208) 908-7185,http://thepetgroomers.net/,"https://www.google.com/maps/place/The+Pet+Groomers/@43.622789399999995,-116.32085459999999,14z/data=!4m8!1m2!2m1!1sThe+Pet+Groomers!3m4!1s0x54ae55d29167b391:0x3f2f12c929e47499!8m2!3d43.622789399999995!4d-116.32085459999999",https://lh3.googleusercontent.com/gps-cs-s/AHVAwer00od8bpYp70ahA7CYvXUj8INfO20jWjdQOtmKAYjOX9rBdEWDE-plSQ0HqsnYUvwDCUqXgLUhUcnebTaU8YX0fYON5kXOrGmAUrWKpnLbqwt-RHkDSsbUBWLEWPF_y3UvSl9RRA=w800-h500-k-no,"Monday: Closed, Tuesday: 8AM–3PM, Wednesday: 8AM–3PM, Thursday: 8AM–3PM, Friday: 8AM–3PM, Saturday: 8AM–3PM, Sunday: Closed",,,Full-Service Salon,,4.6,175.0,Active,False,2026-04-01,43.62278939999999,-116.3208546
Gentle Paws Dog Grooming LLC,gentle-paws-dog-grooming-llc-boise-id,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true}}",2621 W Camas St,Boise,Idaho,83705,(208) 999-6340,http://facebook.com/gentlepawsdoggos/,"https://www.google.com/maps/place/Gentle+Paws+Dog+Grooming+LLC/@43.595163199999995,-116.2147167,14z/data=!4m8!1m2!2m1!1sGentle+Paws+Dog+Grooming+LLC!3m4!1s0x54aef94071406c81:0x3c62b7124328d007!8m2!3d43.595163199999995!4d-116.2147167",https://lh3.googleusercontent.com/gps-cs-s/AHVAwer2q6bLVTE7dSpk3g4TQ2S4kAhbQSYpxDF8A1hRRFrs6uV16kAvbJTJKgp_zDRqEW8H45h5GQo0PF_1QgDm_rJ58K2ttOP8nIxoHStmjMK-A5b2viFmMYmLvnRNHlgEZeN7Jo1E=w800-h500-k-no,"Monday: 8AM–4:30PM, Tuesday: 8AM–4:30PM, Wednesday: 8AM–4:30PM, Thursday: 8AM–4:30PM, Friday: 8AM–4:30PM, Saturday: Closed, Sunday: Closed",,,Full-Service Salon,,4.9,59.0,Active,False,2026-04-01,43.59516319999999,-116.2147167
Dirty Paws,dirty-paws-boise-id,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",602 E Boise Ave,Boise,Idaho,83706,(208) 343-9274,http://www.dirtypawsboise.com/,"https://www.google.com/maps/place/Dirty+Paws/@43.5801126,-116.1755697,14z/data=!4m8!1m2!2m1!1sDirty+Paws!3m4!1s0x54aef825a485ba33:0xa3a6d18ab7abd063!8m2!3d43.5801126!4d-116.1755697",https://lh3.googleusercontent.com/gps-cs-s/AHVAwep6TwGPQdxHu9acp2MXNceTjwNbvZyfo4ewgPfr6attTT9sgILTlgODQsDZ5GX1hrrf8APoVoMyRLbzx_jYfWRTplYfSqS_hzTO-AHFSvnrK_vBcU4hRXcKTpRI_gmP4U_1BFU=w800-h500-k-no,"Monday: 10AM–7PM, Tuesday: 10AM–7PM, Wednesday: 10AM–7PM, Thursday: 10AM–7PM, Friday: 10AM–6PM, Saturday: 9AM–6PM, Sunday: 10AM–7PM",,,Pet Store with Grooming,,4.5,189.0,Active,False,2026-04-01,43.5801126,-116.1755697
